,Unnamed: 0,event_id,primary_act_id,secondary_act_id,purch_party_lkup_id,event_name,primary_act_name,major_cat_name,minor_cat_name,la_event_type_cat,event_disp_name,ticket_text,tickets_purchased_qty,trans_face_val_amt,delivery_type_cd,event_date_time,event_dt,onsale_dt,sales_ord_create_dttm,sales_ord_tran_dt,print_dt,timezn_nm,venue_city,venue_state,venue_postal_cd_sgmt_1,print_flg,la_valid_tkt_event_flg,fin_mkt_nm,web_session_cookie_val,age_yr,income_amt,edu_val,edu_1st_indv_val,edu_2nd_indv_val,adults_in_hh_num,married_ind,child_present_ind,home_owner_ind,occpn_val,dist_to_ven
1351,1352,2d2cb93e5584ed22e4db,3f510718b680022e6c39,b85143bf51323b72e53c,11bc28c87ce43bbaa0c0,Verizon Wireless Premier Parking: Rod Stewart,Verizon Wireless Amph. Irvine Premier Parking,MISC,PARKING,PARKING,Verizon Wireless Premier Parking: Rod Stewart,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD FOR THIS DATE ONLY%PREMIER PARKING PASS%VERIZON AMPHITHEATER%FRI AUG 01 2008  8:00PM,1,20.0,TicketFast,2008-08-02 03:00:00,2008-08-01,2008-03-31,2008-04-06 00:00:00,2008-04-06,2008-06-21,PST,IRVINE,CALIFORNIA,92618,T ,N ,Los Angeles,11bc28c87ce43bbaa0c0,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,49.0
1354,1355,84a260b1bcd31e2e75a7,1a3e9aecd0617706a794,e2981973281c70939168,267c6ec31d0c45a0402f,Gorge Camping - sasquatch! festival may 22-26,Gorge Camping,MISC,CAMPING,INVALID,Gorge Camping - sasquatch! festival may 22-26,"%OVERNIGHT C A M P I N G%SASQUATCH!%GORGE CAMPGROUND%GOOD THESE DAYS ONLY%MAY 22 - 25, 2009",1,95.0,Mail,2009-05-23 19:00:00,2009-05-23,2009-02-28,2009-04-30 00:00:00,2009-04-29,2009-05-03,PST,QUINCY,WASHINGTON,98848,T ,N ,Seattle,267c6ec31d0c45a0402f,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,104.0
1370,1371,6b685c0aef4a7b99684d,91c03a34b562436efa3c,7c08b80bfc12baaaeb77,401d5ec1e55bf740cf8b,"Premier Parking:crue Fest Feat Motley Crue, Buckcherry, Papa Roach,six",White River Amphitheatre Premier Parking,MISC,PARKING,PARKING,"Premier Parking:crue Fest Feat Motley Crue, Buckcherry, Papa Roach,six","THIS TICKET IS VALID FOR%PARKING THIS DATE ONLY%PREMIER PARKING PASS%ENTER LOTS AT GATE 3%WHITE RIVER AMPHITHEATRE%FRI AUG 8, 2008",1,20.0,Mail,2008-08-09 00:00:00,2008-08-08,2008-04-19,2008-04-19 00:00:00,2008-04-19,2008-04-23,PST,AUBURN,WASHINGTON,98092,T ,N ,Seattle,401d5ec1e55bf740cf8b,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,11.0
1374,1375,5a74641d3d581c562b38,002d7347ccac23f064b3,b85143bf51323b72e53c,802696d2a0f63e2d23c6,Premier Parking: Journey,Hollywood Casino Amphitheatre Chicago VIP Parking,MISC,PARKING,PARKING,Premier Parking: Journey,**PREMIER PARKING ONLY**%JOURNEY%TICKET VALID ONLY FOR%***PREMIER PARKING***%FIRST MIDWEST BANK AMP%FRI SEP 12 2008  7:00PM,1,30.0,Mail,2008-09-13 00:00:00,2008-09-12,2008-04-05,2008-04-06 00:00:00,2008-04-06,2008-04-11,CST,TINLEY PARK,ILLINOIS,60477,T ,N ,Chicago,802696d2a0f63e2d23c6,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,49.0
1378,1379,577e1cbea20504a78ed5,a0ed82451f57a8914eba,b85143bf51323b72e53c,fa11330da1cb4aa1c60d,Jimmy Buffett: Jones Beach Theater Premier Parking,Nikon At Jones Beach Theater Premier Parking,MISC,PARKING,PARKING,Jimmy Buffett: Jones Beach Theater Premier Parking,THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%GOOD FOR THIS DATE ONLY%NIKON AT%JONES BEACH THEATER%SATURDAY JULY 1 2006 8PM,2,30.0,UPS,2006-07-02 00:00:00,2006-07-01,2006-03-20,2006-03-20 00:00:00,2006-03-20,2006-03-21,EST,WANTAGH,NEW YORK,11793,T ,N ,New York,fa11330da1cb4aa1c60d,30.0,62500.0,High School,Missing,Missing,1.0,0.0,0.5615384615384615,1.0,Professional Technical,158.1888544891641
1384,1385,bbbaed7abc974b076811,34ad0e9254b8f7d1cbe0,b85143bf51323b72e53c,82c82b811e4eaa78944e,Tabernacle Parking: Pet Shop Boys,Tabernacle Parking,MISC,PARKING,PARKING,Tabernacle Parking: Pet Shop Boys,PARKING PASS-PARKING ONLY%PET SHOP BOYS%CENTRAL PARKING%REDEEM UPON EXIT%ENTER AT LUCKIE & CONE%THU OCT 19 2006 8:00PM,1,9.0,TicketFast,2006-10-20 00:00:00,2006-10-19,2006-07-22,2006-07-22 00:00:00,2006-07-22,2006-07-22,EST,ATLANTA,GEORGIA,30303,T ,N ,Atlanta,82c82b811e4eaa78944e,56.0,87500.0,Graduate School,Missing,Graduate School,3.0,1.0,1.0,1.0,Professional Technical,158.1888544891641
1400,1401,1cafac9fbad4177e82ab,e4bb8385d140221019b5,b85143bf51323b72e53c,96fe26318e80af716af8,Premier Parking: Il Divo,Midflorida Amphitheatre Premier Parking,MISC,PARKING,PARKING,Premier Parking: Il Divo,"THIS TICKET IS VALID%FOR PREMIER PARKING ONLY!%JUNE 16, 2006%IL DIVO%FORD AMPHITHEATRE%*** USE MLK ENTRANCE ***",1,20.0,Mail,2006-06-17 00:00:00,2006-06-16,2006-03-25,2006-03-25 00:00:00,2006-03-25,2006-03-27,EST,TAMPA,FLORIDA,33610,T ,N ,Tampa,96fe26318e80af716af8,46.0,200000.0,Missing,Missing,Missing,1.0,0.0,0.5615384615384615,0.9420289855072463,Missing,158.1888544891641
1415,1416,e19a7341261c1fa1fefb,1c7cd93b0b3ce3eeb70e,b85143bf51323b72e53c,1f91201563a0058c18c1,Hyundai Pavilion Premier Parking: Def Leppard/journey,Glen Helen L.A. Premier Parking,MISC,PARKING,PARKING,Hyundai Pavilion Premier Parking: Def Leppard/journey,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD FOR THIS DATE ONLY%PREMIER PARKING PASS%HYUNDAI PAVILION%SAT OCT 14 2006 8:00 PM,1,20.0,Mail,2006-10-15 03:00:00,2006-10-14,2006-08-27,2006-09-14 00:00:00,2006-09-13,2006-09-16,PST,SAN BERNARDINO,CALIFORNIA,92407,T ,N ,Los Angeles,1f91201563a0058c18c1,26.0,25000.0,Missing,Missing,Missing,1.0,0.0,0.5615384615384615,0.9420289855072463,Missing,158.1888544891641
1431,1432,c9d57b204dccfb621f40,43f0436b905bfa7c2eec,b85143bf51323b72e53c,5e4dcd204e535849528c,Premier Parking: Kiss 108 concert 2008,XFINITY Center Mansfield Premier Parking,MISC,PARKING,PARKING,Premier Parking: Kiss 108 concert 2008,"VALID FOR PARKING ONLY%PREMIER PARKING%TWEETER CTR, MANSFIELD%PARKING FOR KISS CONCERT%LOT OPENS 3 HOURS PRIOR%SUN MAY 18 2008  2:00PM",1,40.0,Mail,2008-05-18 18:00:00,2008-05-18,2008-03-22,2008-04-04 00:00:00,2008-04-04,2008-04-09,EST,MANSFIELD,MASSACHUSETTS,02048,T ,N ,Boston,5e4dcd204e535849528c,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,12.0
1443,1444,a8ebcbb99d8028889db7,7e15fa08c6911967a202,b85143bf51323b72e53c,41bb4004c03e032dba77,Premium Parking: Brad Paisley,Smirnoff Music Centre Premium Parking,MISC,PARKING,PARKING,Premium Parking: Brad Paisley,* * * * *%PREMIUM PARKING%WWW.LIVENATION.COM%NOT VALID FOR EVENT ADMISS%* * * * *%SAT AUG 2 2008 7:30PM,1,30.0,TicketFast,2008-08-03 00:30:00,2008-08-02,Missing,2008-08-02 00:00:00,2008-08-01,2008-08-01,CST,DALLAS,TEXAS,75210,T ,N ,Dallas,41bb4004c03e032dba77,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,8.0
1467,1468,d210c3ce1bd499002a60,9babfdb02a7f8004fc6e,3d7285a2ebc014aaf509,d02e1783e28b05e0b154,Gorge Amphitheatre Premier Parking-john Mayer,Gorge Amphitheatre Star Parking,MISC,PARKING,PARKING,Gorge Amphitheatre Premier Parking-john Mayer,"THIS TICKET IS VALID%FOR PREMIER PARKING ONLY!%* GOOD THIS DAY ONLY *%PREMIER PARKING PASS%GORGE AMPHITHEATRE-GEORGE%SATURDAY JUN 2, 2007",2,50.0,Mail,2007-06-03 02:00:00,2007-06-02,2007-03-24,2007-03-23 00:00:00,2007-03-23,2007-03-26,PST,GEORGE,WASHINGTON,98848,T ,N ,Seattle,d02e1783e28b05e0b154,50.0,62500.0,Graduate School,Graduate School,Missing,2.0,0.0,0.0,1.0,Clerical White Collar,158.1888544891641
1471,1472,84a260b1bcd31e2e75a7,1a3e9aecd0617706a794,e2981973281c70939168,7d06624e2c9e7cff0677,Gorge Camping - sasquatch! festival may 22-26,Gorge Camping,MISC,CAMPING,INVALID,Gorge Camping - sasquatch! festival may 22-26,"%OVERNIGHT C A M P I N G%SASQUATCH!%GORGE CAMPGROUND%GOOD THESE DAYS ONLY%MAY 22 - 25, 2009",1,160.0,Mail,2009-05-23 19:00:00,2009-05-23,2009-02-28,2009-02-24 00:00:00,2009-02-24,2009-03-02,PST,QUINCY,WASHINGTON,98848,T ,N ,Seattle,7d06624e2c9e7cff0677,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,7.0
1476,1477,e87695993659da566e95,ef8b1b8de6ed1f7292d8,b85143bf51323b72e53c,dff6f5b84bb54def5360,Premier Parking: Sheryl Crow,Verizon Wireless Music Ctr. Birmingham Premier Parking,MISC,PARKING,PARKING,Premier Parking: Sheryl Crow,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%PREMIER PARKING PASS%VERIZON WIRELESS MUSIC CTR%FRI MAY 23 2008 8:00PM,1,20.0,TicketFast,2008-05-24 01:00:00,2008-05-23,2008-04-12,2008-04-17 00:00:00,2008-04-17,2008-04-17,EST,BIRMINGHAM,ALABAMA,35124,T ,N ,Birmingham,dff6f5b84bb54def5360,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,16.0
1481,1482,5e0462205fffe2aef12b,c2771bc344c9db424eac,b85143bf51323b72e53c,14e3a060205720f48ce2,Premier Parking : dave matthews band,Shoreline Mountain View Premier Parking,MISC,PARKING,PARKING,Premier Parking : dave matthews band,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD 9/9/06 ONLY%PREMIER PARKING%SHORELINE AMPHITHEATRE%SAT SEP 9 2006,1,20.0,Mail,2006-09-10 02:00:00,2006-09-09,2006-04-09,2006-04-09 00:00:00,2006-04-09,2006-04-17,PST,MOUNTAIN VIEW,CALIFORNIA,94043,T ,N ,N. California,14e3a060205720f48ce2,26.0,10000.0,High School,High School,Missing,1.0,0.0,1.0,0.9420289855072463,Missing,158.1888544891641
1519,1520,44ccf7d05fcc87fa4704,4b677c3f5bec71eec8d1,b85143bf51323b72e53c,913e1c287daf33168734,Premier Parking: Brooks & dunn,Parking Event,MISC,PARKING,PARKING,Premier Parking: Brooks & dunn,DISPLAY TO PARK ATTENDANT%PREMIER%FRONT GATE PARKING%GOOD FOR THIS DATE ONLY%TWC MUSIC PAVILION%SAT SEP 6 2008 7:00PM,1,25.0,TicketFast,2008-09-06 23:00:00,2008-09-06,2008-06-28,2008-08-27 00:00:00,2008-08-27,2008-08-27,EST,RALEIGH,NORTH CAROLINA,27610,T ,N ,Raleigh,913e1c287daf33168734,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,41.0
1556,1557,ac57790e39ee700226f4,86548c5bce2089a5d311,b85143bf51323b72e53c,7c7f73713af82566cd6e,Vip Blossom Music Center Parking : brad paisley,Blossom Music Center Premier Parking,MISC,PARKING,PARKING,Vip Blossom Music Center Parking : brad paisley,*** PARKING RECEIPT ***%BRAD PAISLEY PARKING%THIS IS NOT A PASS%BLOSSOM MUSIC CENTER%*** RECEIPT ONLY ***%FRI AUG 28 2009  7:30PM,1,15.0,ISPU,2009-08-28 23:30:00,2009-08-28,2009-05-13,2009-05-16 00:00:00,2009-05-16,2009-05-16,CST,CUYAHOGA FALLS,OHIO,44223,T ,N ,Cleveland,7c7f73713af82566cd6e,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,28.0
1559,1560,63d87066845a8b8264c2,6e374e3c27b845a8e4e8,b85143bf51323b72e53c,715998b2dc1a373eb176,Premier Parking: Motley Crue,Saratoga Performing Arts Ctr. Premier Parking,MISC,PARKING,PARKING,Premier Parking: Motley Crue,"THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%LOT OPENS AT 3:00PM%MOTLEY CRUE%SARATOGA PERF ARTS CENTER%FRI, AUG 29, 2008 5:00PM",1,15.0,TicketFast,2008-08-29 21:00:00,2008-08-29,Missing,2008-04-28 00:00:00,2008-04-27,2008-04-29,EST,SARATOGA SPRINGS,NEW YORK,12866,T ,N ,New York,715998b2dc1a373eb176,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,24.0
1562,1563,023c840a8e76988f4280,8f53c0b7cd7810a1829d,b85143bf51323b72e53c,df922660e5c8675217d2,Cricket Pavilion Premier Parking:warped Tour,Cricket Pavilion Phx. Premier Parking,MISC,PARKING,PARKING,Cricket Pavilion Premier Parking:warped Tour,GOOD FOR PARKING ONLY%PREMIER PARKING PASS%ENTER OF 79TH AVENUE%CRICKET PAVILION%GOOD THIS DATE ONLY%WED JUN 25 2008 12:00 PM,1,20.0,TicketFast,2008-06-25 18:00:00,2008-06-25,2008-04-04,2008-06-17 00:00:00,2008-06-16,1900-01-01,MST,PHOENIX,ARIZONA,85035,F ,N ,Arizona,df922660e5c8675217d2,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,11.0
1576,1577,4b427fbee3ac77b1f0b0,5a29f349bfe4d595f521,b85143bf51323b72e53c,069276948e87e1cfebf3,"Premier Parking: Crosby, Stills, Nash, & young",Klipsch Music Ctr. Ind. Premier Parking,MISC,PARKING,PARKING,"Premier Parking: Crosby, Stills, Nash, & young",THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%CROSBY STILLS NASH YOUNG%VERIZON WIRELESS MUSIC CTR%SAT SEP 2 2006 8:00PM,1,20.0,TicketFast,2006-09-03 00:00:00,2006-09-02,2006-06-03,2006-06-03 00:00:00,2006-06-03,2006-06-03,CST,NOBLESVILLE,INDIANA,46060,T ,N ,Indiana-Ohio,069276948e87e1cfebf3,28.0,87500.0,High School,Missing,Missing,2.0,0.0,1.0,1.0,Missing,158.1888544891641
1599,1600,d38aec6a7ff3dfedff73,dcf5dff6a6534968c4d4,b85143bf51323b72e53c,eb95301ef90060c8af92,Premier Parking : brooks & dunn,Sleep Train Pavilion Concord Premier Parking,MISC,PARKING,PARKING,Premier Parking : brooks & dunn,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD 10/12/07 ONLY%PREMIER PARKING%SLEEP TRAIN PAVILION%FRI OCT 12 2007,1,20.0,Mail,2007-10-13 02:30:00,2007-10-12,2007-08-12,2007-08-21 00:00:00,2007-08-21,2007-08-24,PST,CONCORD,CALIFORNIA,94521,T ,N ,N. California,eb95301ef90060c8af92,66.0,112500.0,Missing,High School,Missing,2.0,1.0,0.0,1.0,Missing,158.1888544891641
1601,1602,8d94e4a50dabb645492f,a0ed82451f57a8914eba,b85143bf51323b72e53c,ceefd91e6cbc41cbcc88,Santana: Jones Beach Theater Premier Parking,Nikon At Jones Beach Theater Premier Parking,MISC,PARKING,PARKING,Santana: Jones Beach Theater Premier Parking,"THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%GOOD FOR THIS DATE ONLY%NIKON AT%JONES BEACH THEATER%SAT SEP 16, 2006 7:30PM",1,15.0,Mail,2006-09-16 23:30:00,2006-09-16,2006-05-06,2006-08-03 00:00:00,2006-08-03,2006-08-07,EST,WANTAGH,NEW YORK,11793,T ,N ,New York,ceefd91e6cbc41cbcc88,32.0,62500.0,High School,College,High School,2.0,1.0,0.0,1.0,Missing,158.1888544891641
1647,1648,311474da97cc9399ee2a,1a3e9aecd0617706a794,b10e66a885a1f0eb494d,6bce0059729bf085b77e,Gorge Overnight Camping For Pearl Jam,Gorge Camping,MISC,CAMPING,INVALID,Gorge Overnight Camping For Pearl Jam,"%OVERNIGHT C A M P I N G%* GOOD THIS DAY ONLY *%PEARL JAM%GORGE CAMPGROUND%SUNDAY JUL 23, 2006",1,60.0,TicketFast,2006-07-23 19:00:00,2006-07-23,2006-04-22,2006-04-26 00:00:00,2006-04-26,2006-04-26,PST,QUINCY,WASHINGTON,98848,T ,N ,Seattle,6bce0059729bf085b77e,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,158.1888544891641
1667,1668,8e6e8682e2a6f0be9693,e31a8943a5a0ce94d479,b85143bf51323b72e53c,cb78599139a221054975,Journal Pavilion Premier Parking: Crue Fest,Isleta Amphitheater VIP Parking,MISC,PARKING,PARKING,Journal Pavilion Premier Parking: Crue Fest,!!NOT A CONCERT TICKET!!%VALID FOR PARKING ONLY%GOOD THIS DATE ONLY%PREMIER PARKING OPEN 4:30%JOURNAL PAVILION%SAT JUL 26 2008  5:00PM,1,20.0,TicketFast,2008-07-26 23:00:00,2008-07-26,2008-04-19,2008-04-20 00:00:00,2008-04-19,2008-05-26,MST,ALBUQUERQUE,NEW MEXICO,87106,T ,N ,New Mexico,cb78599139a221054975,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,20.0
1680,1681,f0e1bf534ee497ed5048,1a3e9aecd0617706a794,06e074b50adecfb5ca56,5bdd99d09a536865c901,Gorge Camping - coldplay - july 10-12,Gorge Camping,MISC,CAMPING,INVALID,Gorge Camping - coldplay - july 10-12,"%OVERNIGHT C A M P I N G%COLDPLAY%GORGE CAMPGROUND%* GOOD THESE DATES ONLY *%JULY 10 - 11, 2009",1,45.0,TicketFast,2009-07-12 02:00:00,2009-07-11,2009-02-14,2009-02-14 00:00:00,2009-02-14,2009-07-10,PST,QUINCY,WASHINGTON,98848,T ,N ,Seattle,5bdd99d09a536865c901,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,29.0
1689,1690,c85994103fe0c2fab181,4b677c3f5bec71eec8d1,b85143bf51323b72e53c,0245402ca5cdd3244d34,Dodge Theatre Adams Street Parking - zappa plays zappa,Parking Event,MISC,PARKING,PARKING,Dodge Theatre Adams Street Parking - zappa plays zappa,ADAMS STREET GARAGE%GOOD ONLY THIS DAY%DODGE THEATRE PARKING PASS%ENTRANCE ON ADAMS STREET%ZAPPA PLAYS ZAPPA%GARAGE OPENS AT 6:00PM,1,5.0,Mail,2006-06-22 02:00:00,2006-06-21,2006-03-25,2006-04-06 00:00:00,2006-04-06,2006-04-10,MST,PHOENIX,ARIZONA,85003,T ,N ,Arizona,0245402ca5cdd3244d34,62.0,35000.0,Missing,Missing,Missing,2.0,1.0,1.0,1.0,Missing,158.1888544891641
1698,1699,504b2b3af0a3e20434de,8f53c0b7cd7810a1829d,b85143bf51323b72e53c,bcd74e721bc5cfad2a9a,Cricket Pavilion Premier Parking: Motley Crue,Cricket Pavilion Phx. Premier Parking,MISC,PARKING,PARKING,Cricket Pavilion Premier Parking: Motley Crue,GOOD FOR PARKING ONLY%PREMIER PARKING PASS%ENTER OF 79TH AVENUE%CRICKET WIRELESS PAVILION%GOOD THIS DATE ONLY%THU JUL 31 2008 5:00 PM,1,20.0,TicketFast,2008-07-31 23:00:00,2008-07-31,2008-04-19,2008-06-20 00:00:00,2008-06-19,2008-07-31,MST,PHOENIX,ARIZONA,85035,T ,N ,Arizona,bcd74e721bc5cfad2a9a,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,11.0
1700,1701,217750d2f608aaf772e2,6e374e3c27b845a8e4e8,b85143bf51323b72e53c,213ce842d53e16444e8b,311: Premier Parking,Saratoga Performing Arts Ctr. Premier Parking,MISC,PARKING,PARKING,311: Premier Parking,"THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%311%FRI AUG 18, 2006 7:00PM%SARATOGA PERF ARTS CENTER%LOT OPENS AT 5:00PM",2,30.0,Mail,2006-08-18 23:00:00,2006-08-18,2006-05-06,2006-05-06 00:00:00,2006-05-06,2006-05-09,EST,SARATOGA SPRINGS,NEW YORK,12866,T ,N ,New York,213ce842d53e16444e8b,72.0,200000.0,Graduate School,Graduate School,College,3.0,1.0,1.0,1.0,Professional Technical,158.1888544891641
1705,1706,ec7c1d404a4aa0457737,e274b5c11a2a63e00141,b85143bf51323b72e53c,d2662857420c304343f3,Premier Parking : journey,Umb Bank Pavilion St. Louis Premier Parking,MISC,PARKING,PARKING,Premier Parking : journey,ADMIT ONE VEHICLE FOR%PREMIER PARKING%FOLLOW VIP PARKING SIGNS%VERIZON WIRELESS AMP STL%JOURNEY%SAT SEP 13 2008  7:00PM,1,20.0,Mail,2008-09-14 00:00:00,2008-09-13,2008-04-05,2008-04-11 00:00:00,2008-04-11,2008-04-16,CST,MARYLAND HEIGHTS,MISSOURI,63043,T ,N ,St. Louis,d2662857420c304343f3,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,16.0
1712,1713,f1199ed121b170da05c5,ea6991e953477c0bb31f,b85143bf51323b72e53c,1b2501af5dd65d9921c2,Dodge Theatre Adams Street Parking - the mars volta,Dodge Theatre Parking,MISC,PARKING,PARKING,Dodge Theatre Adams Street Parking - the mars volta,"ADAMS STREET GARAGE%GOOD ONLY OCT 1, 2008%DODGE THEATRE PARKING PASS%ENTER AT 4TH AVE & ADAMS%THE MARS VOLTA%GARAGE OPENS AT 6:00 PM",1,9.0,TicketFast,2008-10-02 01:30:00,2008-10-01,Missing,2008-07-06 00:00:00,2008-07-05,2008-09-23,MST,PHOENIX,ARIZONA,85003,T ,N ,Arizona,1b2501af5dd65d9921c2,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,1119.0
1726,1727,cf4c69219267851dc16b,8e80b72ac55578b0e6bb,b85143bf51323b72e53c,a6a17d21cc3011a90286,Premier Parking: Buzzfest,Starwood Amphitheatre Nash. Premier Parking,MISC,PARKING,PARKING,Premier Parking: Buzzfest,THIS TICKET IS VALID FOR%PREMIER PARKING ONLY%LOT #5 (08/26/2006)%BUZZFEST 6%STARWOOD AMPHITHEATRE%SAT AUG 26 2006,1,10.0,TicketFast,2006-08-26 05:00:00,2006-08-26,2006-07-08,2006-08-05 00:00:00,2006-08-05,2006-08-05,CST,NASHVILLE,TENNESSEE,37013,T ,N ,Nashville,a6a17d21cc3011a90286,70.0,62500.0,High School,High School,Missing,1.0,0.0,0.5615384615384615,0.0,Retired,158.1888544891641
1736,1737,84a260b1bcd31e2e75a7,1a3e9aecd0617706a794,e2981973281c70939168,8ed7f37814b127ce2b85,Gorge Camping - sasquatch! festival may 22-26,Gorge Camping,MISC,CAMPING,INVALID,Gorge Camping - sasquatch! festival may 22-26,"%OVERNIGHT C A M P I N G%SASQUATCH!%GORGE CAMPGROUND%GOOD THESE DAYS ONLY%MAY 22 - 25, 2009",1,95.0,Mail,2009-05-23 19:00:00,2009-05-23,2009-02-28,2009-02-28 00:00:00,2009-02-28,2009-03-06,PST,QUINCY,WASHINGTON,98848,T ,N ,Seattle,8ed7f37814b127ce2b85,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,21.0
1754,1755,033235ebae204c21e805,e4bb8385d140221019b5,b85143bf51323b72e53c,bc9921437c61e3628649,Premier Parking: Dave Matthews Band,Midflorida Amphitheatre Premier Parking,MISC,PARKING,PARKING,Premier Parking: Dave Matthews Band,"THIS TICKET IS VALID%FOR PREMIER PARKING ONLY!%SEPTEMBER 12, 2007%DAVE MATTHEWS BAND%FORD AMPHITHEATRE%WED SEP 12 2007  7:00PM",1,15.0,TicketFast,2007-09-12 23:00:00,2007-09-12,2007-04-21,2007-04-23 00:00:00,2007-04-23,2007-04-23,EST,TAMPA,FLORIDA,33610,T ,N ,Tampa,bc9921437c61e3628649,38.0,45000.0,High School,Missing,Missing,1.0,0.0,1.0,1.0,Professional Technical,158.1888544891641
1763,1764,12a8e182d63e367be2b2,4b677c3f5bec71eec8d1,b85143bf51323b72e53c,df489e8363dda49b8c18,Murat Centre Parking : lion king,Parking Event,MISC,PARKING,PARKING,Murat Centre Parking : lion king,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%LION KING%MURAT CENTRE-INDIANAPOLIS%SAT NOV 22 2008 8:00PM,1,15.0,Mail,2008-11-23 01:00:00,2008-11-22,2008-06-13,2008-06-25 00:00:00,2008-06-25,2008-06-26,CST,INDIANAPOLIS,INDIANA,46204,T ,N ,Indiana-Ohio,df489e8363dda49b8c18,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,7.0
1787,1788,1730d3395107f0df2fce,86548c5bce2089a5d311,b85143bf51323b72e53c,215d7357f983bfe64618,Vip Blossom Music Center Parking : dave matthews band,Blossom Music Center Premier Parking,MISC,PARKING,PARKING,Vip Blossom Music Center Parking : dave matthews band,*** PARKING RECEIPT ***%DAVE MATTHEWS BAND%THIS IS NOT A PASS%BLOSSOM MUSIC CENTER%*** RECEIPT ONLY ***%WED JUL 29 2009  7:00PM,1,17.5,Mail,2009-07-29 23:00:00,2009-07-29,2009-03-08,2009-06-09 00:00:00,2009-06-08,2009-06-09,CST,CUYAHOGA FALLS,OHIO,44223,T ,N ,Cleveland,215d7357f983bfe64618,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,23.0
