,Unnamed: 0,event_id,primary_act_id,secondary_act_id,purch_party_lkup_id,event_name,primary_act_name,major_cat_name,minor_cat_name,la_event_type_cat,event_disp_name,ticket_text,tickets_purchased_qty,trans_face_val_amt,delivery_type_cd,event_date_time,event_dt,onsale_dt,sales_ord_create_dttm,sales_ord_tran_dt,print_dt,timezn_nm,venue_city,venue_state,venue_postal_cd_sgmt_1,print_flg,la_valid_tkt_event_flg,fin_mkt_nm,web_session_cookie_val,age_yr,income_amt,edu_val,edu_1st_indv_val,edu_2nd_indv_val,adults_in_hh_num,married_ind,child_present_ind,home_owner_ind,occpn_val,dist_to_ven
325,326,129378b90fb9b6a597ca,c2771bc344c9db424eac,b85143bf51323b72e53c,54cd7f837374115ac56a,Premier Parking : sammy hagar,Shoreline Mountain View Premier Parking,MISC,PARKING,PARKING,Premier Parking : sammy hagar,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD 8/4/06 ONLY%PREMIER PARKING%SHORELINE AMPHITHEATRE%FRI AUG 4 2006,1,20.0,Mail,2006-08-04 23:00:00,2006-08-04,2006-04-09,2006-04-14 00:00:00,2006-04-14,2006-04-19,PST,MOUNTAIN VIEW,CALIFORNIA,94043,T ,N ,N. California,54cd7f837374115ac56a,34.0,62500.0,High School,College,Missing,2.0,1.0,1.0,1.0,Missing,158.1888544891641
326,327,19ad85a0d2e33dcf3aa6,a0ed82451f57a8914eba,b85143bf51323b72e53c,f5b06b084a3b79c66236,Rush: Nikon Jones Beach Theater Premier Parking,Nikon At Jones Beach Theater Premier Parking,MISC,PARKING,PARKING,Rush: Nikon Jones Beach Theater Premier Parking,"THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%GOOD FOR THIS DATE ONLY%NIKON AT%JONES BEACH THEATER%MON JUL 14, 2008 8:00PM",1,20.0,UPS,2008-07-15 00:00:00,2008-07-14,2008-02-02,2008-06-14 00:00:00,2008-06-14,2008-06-15,EST,WANTAGH,NEW YORK,11793,T ,N ,New York,f5b06b084a3b79c66236,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,17.0
335,336,87685cd678fe4816c3c4,002d7347ccac23f064b3,b85143bf51323b72e53c,4e8a0cd0d084c6fb6c30,First Midwest Bank Amphitheatre Premier Parking-jimmy Buffett,Hollywood Casino Amphitheatre Chicago VIP Parking,MISC,PARKING,PARKING,First Midwest Bank Amphitheatre Premier Parking-jimmy Buffett,PREMIER PARKING ONLY%JIMMY BUFFETT%& CORAL REEFER BAND%FIRST MIDWEST BANK AMP%PARKING EVENT ONLY%SAT AUG 5 2006 8:00PM,1,20.0,Mail,2006-08-06 01:00:00,2006-08-05,2006-03-13,2006-03-13 00:00:00,2006-03-13,2006-03-17,CST,TINLEY PARK,ILLINOIS,60477,T ,N ,Chicago,4e8a0cd0d084c6fb6c30,56.0,87500.0,Missing,College,Missing,2.0,1.0,1.0,1.0,Missing,158.1888544891641
354,355,071850b742c7cd68e57b,86548c5bce2089a5d311,b85143bf51323b72e53c,f9f59aebb53d982e73d9,Vip Blossom Music Center Parking : rascal flatts,Blossom Music Center Premier Parking,MISC,PARKING,PARKING,Vip Blossom Music Center Parking : rascal flatts,*** PARKING RECEIPT ***%RASCAL FLATTS%THIS IS NOT A PASS%BLOSSOM MUSIC CENTER%*** RECEIPT ONLY ***%FRI AUG 07 2009  8:00PM,1,15.0,Mail,2009-08-08 00:00:00,2009-08-07,2009-04-08,2009-04-12 00:00:00,2009-04-12,2009-04-13,CST,CUYAHOGA FALLS,OHIO,44223,T ,N ,Cleveland,f9f59aebb53d982e73d9,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,8.0
368,369,fa93f46e32c87e42e0f8,7e15fa08c6911967a202,cb9878ae6e2f97220c4a,d2b07b57febc9d34d2c5,Premium Parking: Toby Keith,Smirnoff Music Centre Premium Parking,MISC,PARKING,PARKING,Premium Parking: Toby Keith,* * * * *%PREMIUM PARKING%WWW.LIVENATION.COM%NOT VALID FOR EVENT ADMISS%* * * * *%FRI SEP 5 2008 7:30PM,1,30.0,TicketFast,2008-09-06 00:30:00,2008-09-05,2008-06-28,2008-06-30 00:00:00,2008-06-30,2008-09-05,CST,DALLAS,TEXAS,75210,T ,N ,Dallas,d2b07b57febc9d34d2c5,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,9.0
376,377,6789e447a44036d5628c,4b677c3f5bec71eec8d1,b85143bf51323b72e53c,b591f0b42e9afbc3fb21,Dodge Theatre Adams Street Garage Parking - inxs,Parking Event,MISC,PARKING,PARKING,Dodge Theatre Adams Street Garage Parking - inxs,ADAMS STREET GARAGE%GOOD ONLY THIS DATE 6/24/0%DODGE THEATRE PARKING PASS%ENTRANCE ON ADAMS STREET%INXS%GARAGE OPENS AT 6:00PM,1,5.0,Mail,2006-06-25 02:00:00,2006-06-24,2006-04-22,2006-05-05 00:00:00,2006-05-05,2006-06-16,MST,PHOENIX,ARIZONA,85003,T ,N ,Arizona,b591f0b42e9afbc3fb21,40.0,45000.0,High School,High School,Missing,2.0,1.0,1.0,0.0,Professional Technical,158.1888544891641
377,378,7394f6c44acf0f928e01,3f510718b680022e6c39,b85143bf51323b72e53c,4a964f27767547ba00d4,Verizon Wireless Premier Parking: John Mayer,Verizon Wireless Amph. Irvine Premier Parking,MISC,PARKING,PARKING,Verizon Wireless Premier Parking: John Mayer,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD FOR THIS DATE ONLY%PREMIER PARKING PASS%VERIZON AMPHITHEATER%SUN JUL 27 2008  7:00PM,1,20.0,TicketFast,2008-07-28 02:00:00,2008-07-27,2008-04-19,2008-04-19 00:00:00,2008-04-19,2008-04-19,PST,IRVINE,CALIFORNIA,92618,T ,N ,Los Angeles,4a964f27767547ba00d4,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,8.0
404,405,7cb954f4684dfca6290e,9babfdb02a7f8004fc6e,c42b8153f75b9db4c668,7524d98cf0b5a205b432,Gorge Amphitheatre Premier Parking : tom petty,Gorge Amphitheatre Star Parking,MISC,PARKING,PARKING,Gorge Amphitheatre Premier Parking : tom petty,"THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%* GOOD THIS DAY ONLY *%PREMIER PARKING PASS%GORGE AMPHITHEATRE-GEORGE%SAT AUG 16, 2008 12:00PM",1,25.0,Mail,2008-08-17 03:00:00,2008-08-16,2008-02-04,2008-02-12 00:00:00,2008-02-11,2008-02-17,PST,GEORGE,WASHINGTON,98848,T ,N ,Seattle,7524d98cf0b5a205b432,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,1050.0
409,410,bb07ddf0980274a6a982,4b677c3f5bec71eec8d1,b85143bf51323b72e53c,dbe81d5653ecf4614d79,Fiddlers Green Vip Parking: Brad Paisley,Parking Event,MISC,PARKING,PARKING,Fiddlers Green Vip Parking: Brad Paisley,VIP PARKING PASS%BRAD PAISLEY%GREENWOOD PLZ @ CALEY AVE%FIDDLER'S GREEN AMPH.%RAIN OR SHINE%FRI SEP 18 2009  7:30PM,1,25.0,TicketFast,2009-09-19 01:30:00,2009-09-18,2009-07-01,2009-07-30 00:00:00,2009-07-30,2009-07-30,MST,ENGLEWOOD,COLORADO,80111,T ,N ,Colorado,dbe81d5653ecf4614d79,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,104.0
416,417,afe2bd50703a9fb35722,91c03a34b562436efa3c,d37d6c5946e08f5e117d,20358d411e2322dd4a22,Premier Parking - radiohead,White River Amphitheatre Premier Parking,MISC,PARKING,PARKING,Premier Parking - radiohead,"THIS TICKET IS VALID FOR%PARKING THIS DATE ONLY%PREMIER PARKING PASS%ENTER LOTS AT GATE 3%WHITE RIVER AMPHITHEATRE%WED AUG 20, 2008",1,20.0,Mail,2008-08-21 02:30:00,2008-08-20,2008-04-12,2008-04-12 00:00:00,2008-04-12,2008-04-17,PST,AUBURN,WASHINGTON,98092,T ,N ,Seattle,20358d411e2322dd4a22,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,32.0
421,422,cc89bd1db12dd9bb275c,ea6991e953477c0bb31f,b31271fc06c02633dd2c,e466ad6a59cc2bdd61cf,Dodge Theatre Adams Street Parking- Latin Kings Of Comedy,Dodge Theatre Parking,MISC,PARKING,PARKING,Dodge Theatre Adams Street Parking- Latin Kings Of Comedy,ADAMS STREET GARAGE%GOOD ONLY ON 3-8-08%DODGE THEATRE PARKING PASS%ENTER AT 4TH AVE & ADAMS%LATIN KINGS OF COMEDY%GARAGE OPENS AT 6:00 PM,1,8.0,TicketFast,2008-03-09 03:00:00,2008-03-08,2008-02-01,2008-02-27 00:00:00,2008-02-27,2008-03-08,MST,PHOENIX,ARIZONA,85003,T ,N ,Arizona,e466ad6a59cc2bdd61cf,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,1451.0
427,428,2301fd97148b02f573bb,9fcc7920be490298d7aa,b85143bf51323b72e53c,f9306f50bf836ded70f4,Premier Parking : dave matthews band,Verizon Wireless Amphitheater KC. Premier Parking,MISC,PARKING,PARKING,Premier Parking : dave matthews band,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%PREMIER PARKING PASS%VERIZON WIRELESS AMP-KC%WED MAY 31 2006 7:00PM,1,20.0,Mail,2006-06-01 00:00:00,2006-05-31,2006-04-08,2006-05-08 00:00:00,2006-05-08,2006-05-11,CST,BONNER SPRINGS,KANSAS,66012,T ,N ,Kansas City,f9306f50bf836ded70f4,82.0,62500.0,Missing,College,Graduate School,2.0,1.0,0.0,1.0,Missing,158.1888544891641
438,439,baa77488a0806914b925,3f510718b680022e6c39,d0b78ccf03f542007eb6,1b86caf29273270862f6,Verizon Wireless Premier Parking: Santana,Verizon Wireless Amph. Irvine Premier Parking,MISC,PARKING,PARKING,Verizon Wireless Premier Parking: Santana,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD FOR THIS DATE ONLY%PREMIER PARKING PASS%VERIZON WIRELESS%MON JUL 31 2006 8:00 PM,1,20.0,TicketFast,2006-08-01 03:00:00,2006-07-31,2006-05-20,2006-07-19 00:00:00,2006-07-19,2006-07-20,PST,IRVINE,CALIFORNIA,92618,T ,N ,Los Angeles,1b86caf29273270862f6,60.0,62500.0,College,College,College,4.0,1.0,0.0,1.0,Professional Technical,158.1888544891641
439,440,12a8e182d63e367be2b2,4b677c3f5bec71eec8d1,b85143bf51323b72e53c,083749f478edf1feeb98,Murat Centre Parking : lion king,Parking Event,MISC,PARKING,PARKING,Murat Centre Parking : lion king,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%LION KING%MURAT CENTRE-INDIANAPOLIS%SAT NOV 22 2008 8:00PM,1,15.0,Mail,2008-11-23 01:00:00,2008-11-22,2008-06-13,2008-06-23 00:00:00,2008-06-23,2008-06-25,CST,INDIANAPOLIS,INDIANA,46204,T ,N ,Indiana-Ohio,083749f478edf1feeb98,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,4.0
441,442,d41c40d0fbadc7aeca7c,5a29f349bfe4d595f521,b85143bf51323b72e53c,23cd7da8896a31c87453,Verizon Wireless Music Center Premier Parking : tom petty,Klipsch Music Ctr. Ind. Premier Parking,MISC,PARKING,PARKING,Verizon Wireless Music Center Premier Parking : tom petty,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD THIS DATE ONLY%TOM PETTY%VERIZON WIRELESS MUSIC CTR%THU JUL 3 2008 7:30PM,1,20.0,TicketFast,2008-07-03 23:30:00,2008-07-03,2008-02-04,2008-02-01 00:00:00,2008-02-01,2008-02-14,CST,NOBLESVILLE,INDIANA,46060,T ,N ,Indiana-Ohio,23cd7da8896a31c87453,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,29.0
449,450,ae2738689a6da5b17219,6e3df9919c998817e1b1,b85143bf51323b72e53c,82bd14b9c53d218a6b1d,Premier Parking: Crue Fest,Virginia Beach Amphitheater VIP Parking,MISC,PARKING,PARKING,Premier Parking: Crue Fest,VALID FOR PARKING ONLY%PREMIER PARKING LOT%VERIZON WIRELESS VB AMP%PARKING FOR CRUEFEST%LOT TIMES CALL 368-3000%SUN JUL 6 2008 5:00PM,1,20.0,UPS,2008-07-06 21:00:00,2008-07-06,2008-04-19,2008-06-21 00:00:00,2008-06-21,2008-06-22,EST,VIRGINIA BEACH,VIRGINIA,23456,T ,N ,Virginia,82bd14b9c53d218a6b1d,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,73.0
453,454,f5d0cf11915736296a59,03cabca4db63531dc982,b85143bf51323b72e53c,b0da030179bff521f5d8,Alpine Vallery Premier Parking - july 1,Alpine Valley Music Theatre Premier Parking,MISC,PARKING,PARKING,Alpine Vallery Premier Parking - july 1,ALPINE VALLEY%GOOD FOR ONE CAR ONLY%VALID ONLY ON DAY OF SHOW%MUST HAVE THIS TKT/TAX PD%PREMIER PARKING PASS%SAT JUL 1 2006 7:00PM,1,20.0,UPS,2006-07-02 00:00:00,2006-07-01,2006-04-08,2006-04-08 00:00:00,2006-04-08,2006-04-09,CST,ELKHORN,WISCONSIN,53121,T ,N ,Wisconsin,b0da030179bff521f5d8,24.0,10000.0,Graduate School,Graduate School,Missing,1.0,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,158.1888544891641
463,464,6f79961266c09b25eab5,91c03a34b562436efa3c,64fc8c8d875f4f63cc57,46544f10c1997aa363f5,Premier Parking - iron maiden,White River Amphitheatre Premier Parking,MISC,PARKING,PARKING,Premier Parking - iron maiden,"THIS TICKET IS VALID FOR%PARKING THIS DATE ONLY%PREMIER PARKING PASS%ENTER LOTS AT GATE 3%WHITE RIVER AMPHITHEATRE%MON JUN 2, 2008 7:00PM",1,20.0,TicketFast,2008-06-03 02:00:00,2008-06-02,2008-03-08,2008-03-11 00:00:00,2008-03-11,2008-06-01,PST,AUBURN,WASHINGTON,98092,T ,N ,Seattle,46544f10c1997aa363f5,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,792.0
471,472,0ce94ebbf14a5d371b05,e4bb8385d140221019b5,b85143bf51323b72e53c,10511131584c68db6d32,Premium Parking: 97x next big thing 7,Midflorida Amphitheatre Premier Parking,MISC,PARKING,PARKING,Premium Parking: 97x next big thing 7,"THIS TICKET IS VALID%FOR PREMIER PARKING ONLY!%97X NEXT BIG THING 7%DECEMBER 2, 2007%FORD AMPHITHEATRE%*** USE MLK ENTRANCE ***",1,15.0,Mail,2007-12-02 15:00:00,2007-12-02,2007-10-06,2007-11-15 00:00:00,2007-11-14,2007-11-17,EST,TAMPA,FLORIDA,33610,T ,N ,Tampa,10511131584c68db6d32,54.0,200000.0,College,High School,Missing,2.0,1.0,1.0,1.0,Professional Technical,158.1888544891641
480,481,0405ee33e9f540a2c9ce,9caaa3cea047cfffa7b3,b85143bf51323b72e53c,5c86c9c60bf09e504008,Premier Parking: Warped Tour,First Niagara Pavilion VIP Parking,MISC,PARKING,PARKING,Premier Parking: Warped Tour,USE 2ND LANE FROM LEFT%WARPED TOUR%PREMIER PARKING*29-JUL-08%RIGHT OF PEDESTRIAN WKWAY%%TUE JUL 29 2008 12:00PM,1,25.0,TicketFast,2008-07-29 16:00:00,2008-07-29,2008-03-29,2008-07-22 00:00:00,2008-07-22,2008-07-22,EST,BURGETTSTOWN,PENNSYLVANIA,15021,T ,N ,Pittsburgh,5c86c9c60bf09e504008,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,36.0
483,484,14452e6fb555d4179519,4b677c3f5bec71eec8d1,d2689efbd4d2789d6cd1,12ecf8e314a9308cd09e,Cricket Wireless Vip Pariking: Blink 182,Parking Event,MISC,PARKING,PARKING,Cricket Wireless Vip Pariking: Blink 182,GOOD FOR PARKING ONLY%VIP PARKING PASS%BLINK 182%CRICKET WIRELESS AMPH%GOOD THIS DATE ONLY%WED SEP 16 2009  6:30PM,1,40.0,TicketFast,2009-09-17 01:30:00,2009-09-16,2009-06-06,2009-06-07 00:00:00,2009-06-07,2009-06-07,PST,CHULA VISTA,CALIFORNIA,91911,T ,N ,San Diego,12ecf8e314a9308cd09e,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,22.0
488,489,e14f15c857af02edbd88,34ad0e9254b8f7d1cbe0,b85143bf51323b72e53c,94dcb9e3fdcb662c8b63,Tabernacle Parking: Gnarls Barkley,Tabernacle Parking,MISC,PARKING,PARKING,Tabernacle Parking: Gnarls Barkley,PARKING PASS-PARKING ONLY%GNARLS BARKLEY%CENTRAL PARKING%REDEEM UPON EXIT%ENTER AT LUCKIE & CONE%SUN OCT 1 2006 8:00PM,1,9.0,TicketFast,2006-10-02 00:00:00,2006-10-01,2006-09-16,2006-09-27 00:00:00,2006-09-27,2006-09-27,EST,ATLANTA,GEORGIA,30303,T ,N ,Atlanta,94dcb9e3fdcb662c8b63,18.0,45000.0,High School,High School,High School,3.0,1.0,1.0,1.0,Missing,158.1888544891641
505,506,3c36481692c6ac7585e2,3f510718b680022e6c39,b85143bf51323b72e53c,4aeb96d4d2bbd91cf856,Verizon Wireless Premier Parking: Brad Paisley,Verizon Wireless Amph. Irvine Premier Parking,MISC,PARKING,PARKING,Verizon Wireless Premier Parking: Brad Paisley,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD FOR THIS DATE ONLY%PREMIER PARKING PASS%VERIZON AMPHITHEATER%SAT JUN 14 2008  7:30PM,1,20.0,Mail,2008-06-15 02:30:00,2008-06-14,2008-03-15,2008-04-09 00:00:00,2008-04-09,2008-04-14,PST,IRVINE,CALIFORNIA,92618,T ,N ,Los Angeles,4aeb96d4d2bbd91cf856,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,14.0
527,528,73471690fa015275cbb1,dfca62d7c8c99de31e7c,b85143bf51323b72e53c,a2663bc51d432cc02ba4,Vip Parking: Guster And Ray Lamontagne,Brave New World,MISC,PARKING,PARKING,Vip Parking: Guster And Ray Lamontagne,*** PARKING ONLY ***%GUSTER%THIS TICKET VALID ONLY FOR%VIP PARKING%CHARTER ONE PAVILION%FRI JUL 28 2006 7:00PM,1,20.0,TicketFast,2006-07-29 00:00:00,2006-07-28,2006-06-03,2006-06-23 00:00:00,2006-06-23,2006-06-23,CST,CHICAGO,ILLINOIS,60605,T ,N ,Chicago,a2663bc51d432cc02ba4,20.0,112500.0,High School,Graduate School,Graduate School,6.0,1.0,0.0,1.0,Missing,158.1888544891641
530,531,06178b5d29c1697023d3,6e374e3c27b845a8e4e8,b85143bf51323b72e53c,f7051d085b0f6e7458f4,Premier Parking: John Mayer & sheryl crow,Saratoga Performing Arts Ctr. Premier Parking,MISC,PARKING,PARKING,Premier Parking: John Mayer & sheryl crow,"THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%JOHN MAYER & SHERYL CROW%FRI AUG 25, 2006 6:30PM%SARATOGA PERF ARTS CENTER%LOT OPENS AT 4:00PM",1,15.0,TicketFast,2006-08-25 22:30:00,2006-08-25,2006-06-24,2006-07-11 00:00:00,2006-07-11,2006-07-11,EST,SARATOGA SPRINGS,NEW YORK,12866,T ,N ,New York,f7051d085b0f6e7458f4,22.0,86396.1038961039,College,Missing,Missing,1.0,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,158.1888544891641
537,538,c5e146a5f2459aabc4c9,4b677c3f5bec71eec8d1,e2981973281c70939168,fee67666e5ef00bfaec6,The Gorge Premier Parking - sasquatch fest may 23,Parking Event,MISC,PARKING,PARKING,The Gorge Premier Parking - sasquatch fest may 23,"THIS TICKET IS VALID%FOR PREMIER PARKING ONLY%* GOOD THIS DAY ONLY *%PREMIER PARKING PASS%GORGE AMPHITHEATRE-GEORGE%SAT MAY 23,2009 12:00PM",1,28.0,Mail,2009-05-23 19:00:00,2009-05-23,2009-02-28,2009-03-27 00:00:00,2009-03-26,2009-03-31,PST,GEORGE,WASHINGTON,98848,T ,N ,Seattle,fee67666e5ef00bfaec6,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,8.0
557,558,84a260b1bcd31e2e75a7,1a3e9aecd0617706a794,e2981973281c70939168,22dcfce2a5f54af09105,Gorge Camping - sasquatch! festival may 22-26,Gorge Camping,MISC,CAMPING,INVALID,Gorge Camping - sasquatch! festival may 22-26,"%OVERNIGHT C A M P I N G%SASQUATCH!%GORGE CAMPGROUND%GOOD THESE DAYS ONLY%MAY 22 - 25, 2009",1,95.0,Mail,2009-05-23 19:00:00,2009-05-23,2009-02-28,2009-02-28 00:00:00,2009-02-28,2009-03-06,PST,QUINCY,WASHINGTON,98848,T ,N ,Seattle,22dcfce2a5f54af09105,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,9.0
558,559,ee8960babf8ecbc0deac,03cabca4db63531dc982,b85143bf51323b72e53c,523e7abaf69d36125f65,Premiere Parking: Dave Matthews Band,Alpine Valley Music Theatre Premier Parking,MISC,PARKING,PARKING,Premiere Parking: Dave Matthews Band,**PARKING ONLY!!**%DAVE MATTHEWS BAND%THIS TICKET VALID ONLY FOR%PREMIER PARKING%ALPINE VALLEY%SUN AUG 10 2008  7:00PM,1,30.0,ISPU,2008-08-11 00:00:00,2008-08-10,2008-03-29,2008-04-29 00:00:00,2008-04-28,1900-01-01,CST,ELKHORN,WISCONSIN,53121,F ,N ,Wisconsin,523e7abaf69d36125f65,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,7.0
567,568,0e101e7a67a9b41d1d89,dce08e99e3ce7d2149f3,b85143bf51323b72e53c,83b74a64e343ced11b9c,Vip Parking - lakewood amphitheatre: country fair,Aaron's Amphitheatre at Lakewood Parking,MISC,PARKING,PARKING,Vip Parking - lakewood amphitheatre: country fair,**NOT VALID FOR CONCERT**%**VIP PARKING ONLY**%AT LAKEWOOD AMPHITHEATRE%11TH ANNUAL COUNTRY FAIR%ENTER ON PRYOR ROAD%FRI MAY 16 2008 DRS  6PM,1,25.0,Mail,2008-05-16 22:00:00,2008-05-16,2008-01-26,2008-02-05 00:00:00,2008-02-04,2008-02-10,EST,ATLANTA,GEORGIA,30315,T ,N ,Atlanta,83b74a64e343ced11b9c,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,2031.0
616,617,2ac6bab5a7b285654796,8f53c0b7cd7810a1829d,b85143bf51323b72e53c,8fb430993703844806d5,Cricket Pavilion Phx. Premier Parking,Cricket Pavilion Phx. Premier Parking,MISC,PARKING,PARKING,Cricket Pavilion Phx. Premier Parking,GOOD FOR PARKING ONLY%PREMIER PARKING PASS%ENTER OFF 79TH AVENUE%CRICKET PAVILION%GOOD THIS DATE ONLY%TUE OCT 3 2006 7:30 PM,1,20.0,TicketFast,2006-10-04 01:30:00,2006-10-03,2006-05-01,2006-06-19 00:00:00,2006-06-19,2006-06-19,MST,PHOENIX,ARIZONA,85035,T ,N ,Arizona,8fb430993703844806d5,52.0,45000.0,College,College,College,4.0,1.0,0.0,1.0,Missing,158.1888544891641
641,642,9a2cb6e62509112a1169,3f510718b680022e6c39,b85143bf51323b72e53c,cca3b6c290169795c056,Verizon Wireless Premier Parking: Kroq Weenie Roast Y Fiesta 2008,Verizon Wireless Amph. Irvine Premier Parking,MISC,PARKING,PARKING,Verizon Wireless Premier Parking: Kroq Weenie Roast Y Fiesta 2008,THIS TICKET IS VALID%FOR PARKING ONLY%GOOD FOR THIS DATE ONLY%PREMIER PARKING PASS%VERIZON AMPHITHEATER%SAT MAY 17 2008 12:00PM,1,20.0,TicketFast,2008-05-17 19:00:00,2008-05-17,2008-05-14,2008-05-15 00:00:00,2008-05-14,2008-05-16,PST,IRVINE,CALIFORNIA,92618,T ,N ,Los Angeles,cca3b6c290169795c056,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,34.0
677,678,ae9341424a0cb2f83393,86548c5bce2089a5d311,b85143bf51323b72e53c,145f3e8a22fea9401f84,Vip Blossom Music Center Parking : mayhem tour,Blossom Music Center Premier Parking,MISC,PARKING,PARKING,Vip Blossom Music Center Parking : mayhem tour,*** PARKING RECEIPT ***%MAYHEM TOUR%THIS IS NOT A PASS%BLOSSOM MUSIC CENTER%*** RECEIPT ONLY ***%FRI JUL 31 2009  2:15PM,1,15.0,Mail,2009-07-31 18:15:00,2009-07-31,2009-04-20,2009-06-18 00:00:00,2009-06-18,2009-06-19,CST,CUYAHOGA FALLS,OHIO,44223,T ,N ,Cleveland,145f3e8a22fea9401f84,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,25.0
682,683,41bd079857938dddb4c6,6e3df9919c998817e1b1,96d2bd0e96ad8e4919d7,a3d7c0f92848e8f3e376,Premier Parking: Kanye West,Virginia Beach Amphitheater VIP Parking,MISC,PARKING,PARKING,Premier Parking: Kanye West,"VALID FOR PARKING ONLY%PREMIER PARKING LOT%VERIZON WIRELESS VB AMP%PARKING FOR MAY 11, 2008%LOT OPENS 90 MINS PRIOR%SUN MAY 11 2008 6:30PM",1,20.0,TicketFast,2008-05-11 22:30:00,2008-05-11,2008-02-29,2008-03-04 00:00:00,2008-03-04,2008-05-04,EST,VIRGINIA BEACH,VIRGINIA,23456,T ,N ,Virginia,a3d7c0f92848e8f3e376,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,11.0
686,687,f4ab201d1ff21003adef,9caaa3cea047cfffa7b3,b85143bf51323b72e53c,6ebbb1997e8a7b949a0f,Parking: Jonas Brothers,First Niagara Pavilion VIP Parking,MISC,PARKING,PARKING,Parking: Jonas Brothers,USE 2ND LANE FROM LEFT%JONAS BROTHERS%PREMIER PARKING*26-AUG-08%RIGHT OF PEDESTRIAN WKWAY%%TUE AUG 26 2008  7:00PM,1,25.0,TicketFast,2008-08-26 23:00:00,2008-08-26,2008-03-29,2008-06-24 00:00:00,2008-06-24,2008-08-11,EST,BURGETTSTOWN,PENNSYLVANIA,15021,T ,N ,Pittsburgh,6ebbb1997e8a7b949a0f,44.36904761904762,86396.1038961039,Missing,Missing,Missing,2.5795454545454546,0.6687898089171974,0.5615384615384615,0.9420289855072463,Missing,24.0
